0, 1,6.97358,16.23034,0,11.60196, 0.13, 16.23034
0, 2,8.982157,18.89459,11.60196,13.93837, 0.13, 18.89459
0, 3,12.50963,22.62999,13.93837,17.56981, 0.143, 22.62999
0, 4,11.05564,23.48914,17.56981,17.27239, 0.143, 23.48914
0, 5,9.865976,22.01204,17.27239,15.93901, 0.12155, 22.01204
0, 6,10.02549,19.47115,15.93901,14.74832, 0.1033175, 19.47115
1, 1,3.934777,2.152556,0,3.043667, 0.13, 2.152556
1, 2,0.6848422,2.117051,3.043667,1.400947, 0.13, 2.117051
2, 1,5.864162,14.26904,0,10.0666, 0.13, 14.26904
2, 2,5.970953,15.75759,10.0666,10.86427, 0.13, 15.75759
2, 3,5.024627,16.13703,10.86427,10.58083, 0.143, 16.13703
2, 4,4.833237,14.62223,10.58083,9.727732, 0.12155, 14.62223
2, 5,6.692723,16.86003,9.727732,11.77638, 0.1033175, 16.86003
2, 6,5.937925,15.31991,11.77638,10.62892, 0.1033175, 15.31991
2, 7,4.973479,14.55871,10.62892,9.766096, 0.08781987, 14.55871
2, 8,6.238885,18.97682,9.766096,12.60785, 0.0746469, 18.97682
2, 9,9.721669,22.76921,12.60785,16.24544, 0.0746469, 22.76921
2, 10,8.043741,15.752,16.24544,11.89787, 0.08211159, 15.752
2, 11,6.108588,18.2399,11.89787,12.17424, 0.06979486, 18.2399
2, 12,3.857206,19.50215,12.17424,11.67968, 0.06979486, 19.50215
2, 13,5.749113,20.13179,11.67968,12.94045, 0.05932563, 20.13179
2, 14,8.129858,20.18019,12.94045,14.15502, 0.05932563, 20.18019
2, 15,3.52087,15.60708,14.15502,9.563975, 0.06525819, 15.60708
2, 16,5.573429,17.93262,9.563975,11.75303, 0.05546946, 17.93262
2, 17,3.365358,14.71164,11.75303,9.038497, 0.05546946, 14.71164
2, 18,4.340487,18.43798,9.038497,11.38924, 0.04714905, 18.43798
2, 19,5.912432,19.29651,11.38924,12.60447, 0.04714905, 19.29651
2, 20,4.946444,18.34246,12.60447,11.64445, 0.05186395, 18.34246
2, 21,6.403419,19.65506,11.64445,13.02924, 0.04408436, 19.65506
2, 22,4.453475,16.44713,13.02924,10.4503, 0.04408436, 16.44713
2, 23,7.00053,19.02137,10.4503,13.01095, 0.03747171, 19.02137
2, 24,6.1906,19.79795,13.01095,12.99427, 0.03747171, 19.79795
2, 25,4.458196,17.29967,12.99427,10.87893, 0.03185095, 17.29967
2, 26,8.164779,22.70742,10.87893,15.4361, 0.02707331, 22.70742
2, 27,6.898899,19.25315,15.4361,13.07602, 0.02707331, 19.25315
2, 28,6.022076,15.706,13.07602,10.86404, 0.02301231, 15.706
2, 29,4.355599,15.84645,10.86404,10.10103, 0.01956047, 15.84645
2, 30,7.182464,17.94584,10.10103,12.56415, 0.01956047, 17.94584
7, 4,3.768642,17.00423,0,10.38644, 0.13, 17.00423
7, 5,3.678511,15.94658,10.38644,9.812547, 0.13, 15.94658
7, 6,3.799657,14.53915,9.812547,9.169406, 0.1105, 14.53915
7, 7,3.914264,13.98705,9.169406,8.95066, 0.09392501, 13.98705
7, 8,3.57556,13.71488,8.95066,8.64522, 0.09392501, 13.71488
7, 9,4.451029,15.16643,8.64522,9.808727, 0.07983626, 15.16643
7, 10,4.133483,14.23243,9.808727,9.182955, 0.07983626, 14.23243
7, 11,3.604529,15.58045,9.182955,9.592492, 0.06786082, 15.58045
7, 12,5.277229,16.12074,9.592492,10.69898, 0.06786082, 16.12074
7, 13,4.882588,16.71057,10.69898,10.79658, 0.07464691, 16.71057
7, 14,5.391914,16.66466,10.79658,11.02829, 0.07464691, 16.66466
7, 15,3.003345,16.31222,11.02829,9.657784, 0.0821116, 16.31222
7, 16,2.881521,18.26318,9.657784,10.57235, 0.06979486, 18.26318
7, 17,2.543901,13.81013,10.57235,8.177013, 0.06979486, 13.81013
7, 18,2.650022,11.7205,8.177013,7.185259, 0.05932563, 11.7205
7, 19,4.150888,17.39502,7.185259,10.77296, 0.05042678, 17.39502
7, 20,4.917449,15.87887,10.77296,10.39816, 0.05042678, 15.87887
7, 21,4.382019,18.51963,10.39816,11.45082, 0.04286277, 18.51963
7, 22,5.540402,18.33205,11.45082,11.93623, 0.04286277, 18.33205
7, 23,4.24475,17.90144,11.93623,11.07309, 0.04714905, 17.90144
7, 24,5.115879,17.65437,11.07309,11.38512, 0.04007669, 17.65437
7, 25,3.081941,17.31753,11.38512,10.19974, 0.04007669, 17.31753
7, 26,4.873803,19.58848,10.19974,12.23114, 0.03406519, 19.58848
7, 27,4.552105,22.50173,12.23114,13.52692, 0.03406519, 22.50173
7, 28,4.918907,18.48013,13.52692,11.69952, 0.03747171, 18.48013
7, 29,6.040185,18.40547,11.69952,12.22283, 0.03185096, 18.40547
7, 30,6.637658,18.13517,12.22283,12.38642, 0.03185096, 18.13517
10, 1,4.321074,3.351178,0,3.836126, 0.13, 3.351178
10, 2,0.9460205,3.686465,3.836126,2.316243, 0.13, 3.686465
10, 3,1.738138,3.353358,2.316243,2.545748, 0.1105, 3.353358
10, 4,1.146953,1.491303,2.545748,1.319128, 0.1105, 1.491303
11, 1,4.190348,13.28667,0,8.738508, 0.13, 13.28667
11, 2,3.416958,11.69261,8.738508,7.554783, 0.13, 11.69261
11, 3,2.929065,10.05492,7.554783,6.491994, 0.1105, 10.05492
11, 4,2.5202,13.63293,6.491994,8.076565, 0.09392501, 13.63293
11, 5,2.114991,12.9748,8.076565,7.544894, 0.09392501, 12.9748
11, 6,1.909357,12.41922,7.544894,7.164289, 0.07983626, 12.41922
11, 7,1.933908,10.28199,7.164289,6.107949, 0.06786082, 10.28199
11, 8,1.833408,11.24268,6.107949,6.538046, 0.06786082, 11.24268
11, 9,1.761161,10.70588,6.538046,6.233518, 0.07464691, 10.70588
11, 10,2.568357,12.9271,6.233518,7.747729, 0.06344987, 12.9271
11, 11,2.384092,14.12776,7.747729,8.255928, 0.06344987, 14.12776
11, 12,2.412782,14.53232,8.255928,8.472551, 0.06979486, 14.53232
11, 13,3.029249,14.45078,8.472551,8.740014, 0.06979486, 14.45078
11, 14,2.625394,12.10934,8.740014,7.367368, 0.07677435, 12.10934
11, 15,4.867599,16.65814,7.367368,10.76287, 0.0652582, 16.65814
11, 16,3.61216,16.7712,10.76287,10.19168, 0.0652582, 16.7712
11, 17,4.575053,15.53573,10.19168,10.05539, 0.05546947, 15.53573
11, 18,4.118407,14.92175,10.05539,9.520078, 0.05546947, 14.92175
11, 19,3.878669,15.26177,9.520078,9.570219, 0.04714905, 15.26177
11, 20,5.318192,18.90869,9.570219,12.11344, 0.04714905, 18.90869
11, 21,4.92065,16.80944,12.11344,10.86505, 0.05186396, 16.80944
11, 22,5.806046,18.35881,10.86505,12.08243, 0.04408437, 18.35881
11, 23,2.81898,16.14249,12.08243,9.480734, 0.04408437, 16.14249
11, 24,5.032766,18.20425,9.480734,11.61851, 0.03747171, 18.20425
11, 25,5.574224,15.50564,11.61851,10.53993, 0.03747171, 15.50564
11, 26,4.868117,20.20708,10.53993,12.5376, 0.03185096, 20.20708
11, 27,4.455904,16.1986,12.5376,10.32725, 0.03185096, 16.1986
11, 28,6.244256,20.12793,10.32725,13.18609, 0.02707331, 20.12793
11, 29,4.909093,15.85738,13.18609,10.38324, 0.02707331, 15.85738
11, 30,4.322849,14.25482,10.38324,9.288833, 0.02301232, 14.25482
13, 1,0.01910523,1.276917,0,0.6480111, 0.13, 1.276917
13, 2,0.00742981,0.330469,0.6480111,0.1689494, 0.13, 0.330469
13, 3,1.578429,5.447949,0.1689494,3.513189, 0.1105, 5.447949
13, 1,6.199338,4.276509,0,5.237924, 0.13, 4.276509
13, 2,1.280557,4.992879,5.237924,3.136718, 0.13, 4.992879
13, 3,2.299593,5.076346,3.136718,3.68797, 0.1105, 5.076346
13, 4,1.201521,1.531556,3.68797,1.366539, 0.1105, 1.531556
14, 1,5.173729,19.0639,0,12.11882, 0.13, 19.0639
14, 2,3.601775,16.13201,12.11882,9.866893, 0.13, 16.13201
14, 3,2.601941,12.61168,9.866893,7.60681, 0.1105, 12.61168
14, 4,2.267941,17.60548,7.60681,9.93671, 0.09392501, 17.60548
14, 5,2.959833,15.46842,9.93671,9.214128, 0.09392501, 15.46842
14, 6,3.197626,13.5962,9.214128,8.396915, 0.07983626, 13.5962
14, 7,3.249443,13.96085,8.396915,8.605145, 0.06786082, 13.96085
14, 8,3.856459,13.84447,8.605145,8.850466, 0.06786082, 13.84447
14, 9,5.457269,16.1042,8.850466,10.78073, 0.07464691, 16.1042
14, 10,3.801987,14.58588,10.78073,9.193934, 0.07464691, 14.58588
