0,0,0,2.494193,2.855448,2.784624,-1.510,0.815,0.097,-1.528,0.870,0.311,-1.603,1.418,0.294,-1.530,0.891,-0.059,-1.604,1.440,-0.074,-1.569,-0.060,0.202,-1.526,-0.036,-0.062,2019-07-20 17:04:06.175
0,0,0,2.490602,2.854633,2.773111,-1.502,0.811,0.094,-1.532,0.865,0.295,-1.599,1.414,0.289,-1.518,0.887,-0.062,-1.600,1.434,-0.078,-1.568,-0.063,0.195,-1.524,-0.041,-0.060,2019-07-20 17:04:06.248
0,0,0,2.486995,2.851968,2.770288,-1.500,0.811,0.090,-1.530,0.865,0.292,-1.597,1.414,0.286,-1.516,0.887,-0.065,-1.598,1.434,-0.082,-1.566,-0.064,0.191,-1.521,-0.041,-0.063,2019-07-20 17:04:06.277
0,0,0,2.484738,2.850804,2.765596,-1.497,0.809,0.089,-1.530,0.863,0.286,-1.594,1.412,0.283,-1.511,0.885,-0.066,-1.595,1.431,-0.084,-1.565,-0.065,0.191,-1.519,-0.043,-0.058,2019-07-20 17:04:06.312
0,0,0,2.482426,2.846144,2.760379,-1.496,0.807,0.087,-1.528,0.864,0.281,-1.592,1.412,0.280,-1.506,0.884,-0.067,-1.590,1.430,-0.087,-1.565,-0.067,0.189,-1.517,-0.044,-0.055,2019-07-20 17:04:06.344
0,0,0,2.480026,2.841107,2.758995,-1.499,0.806,0.086,-1.527,0.867,0.277,-1.594,1.413,0.276,-1.504,0.883,-0.068,-1.587,1.430,-0.090,-1.569,-0.067,0.188,-1.519,-0.043,-0.050,2019-07-20 17:04:06.389
0,0,0,2.477175,2.837512,2.757299,-1.498,0.806,0.086,-1.524,0.867,0.275,-1.593,1.413,0.274,-1.502,0.883,-0.069,-1.584,1.429,-0.092,-1.569,-0.067,0.188,-1.518,-0.043,-0.047,2019-07-20 17:04:06.422
0,0,0,2.475104,2.83128,2.754765,-1.499,0.805,0.086,-1.520,0.869,0.271,-1.591,1.414,0.270,-1.499,0.881,-0.073,-1.578,1.428,-0.097,-1.572,-0.068,0.189,-1.518,-0.043,-0.043,2019-07-20 17:04:06.456
0,0,0,2.473124,2.829047,2.756529,-1.500,0.805,0.088,-1.518,0.871,0.272,-1.591,1.415,0.269,-1.500,0.880,-0.072,-1.577,1.427,-0.097,-1.574,-0.068,0.190,-1.520,-0.045,-0.036,2019-07-20 17:04:06.489
0,0,0,2.471439,2.827167,2.760424,-1.500,0.805,0.088,-1.516,0.871,0.272,-1.591,1.415,0.269,-1.504,0.880,-0.071,-1.576,1.427,-0.098,-1.574,-0.067,0.191,-1.521,-0.044,-0.032,2019-07-20 17:04:06.523
0,0,0,2.469896,2.826684,2.76294,-1.500,0.806,0.090,-1.515,0.872,0.273,-1.590,1.416,0.271,-1.505,0.879,-0.068,-1.576,1.427,-0.096,-1.574,-0.067,0.194,-1.522,-0.044,-0.027,2019-07-20 17:04:06.556
0,0,0,2.468295,2.825988,2.762629,-1.499,0.806,0.091,-1.514,0.873,0.274,-1.588,1.417,0.272,-1.505,0.880,-0.067,-1.575,1.427,-0.095,-1.574,-0.067,0.195,-1.522,-0.044,-0.023,2019-07-20 17:04:06.589
0,0,0,2.466797,2.824705,2.761621,-1.499,0.807,0.091,-1.513,0.874,0.272,-1.586,1.418,0.271,-1.505,0.881,-0.068,-1.575,1.428,-0.097,-1.575,-0.066,0.195,-1.522,-0.043,-0.020,2019-07-20 17:04:06.623
0,0,0,2.464928,2.825535,2.760996,-1.498,0.808,0.095,-1.514,0.875,0.273,-1.584,1.420,0.273,-1.504,0.882,-0.066,-1.575,1.429,-0.095,-1.573,-0.064,0.199,-1.521,-0.042,-0.014,2019-07-20 17:04:06.657
0,0,0,2.46288,2.825648,2.762136,-1.498,0.809,0.096,-1.514,0.876,0.274,-1.582,1.421,0.274,-1.505,0.883,-0.064,-1.575,1.430,-0.093,-1.572,-0.063,0.200,-1.520,-0.041,-0.011,2019-07-20 17:04:06.690
0,0,0,2.460997,2.824904,2.761859,-1.496,0.810,0.099,-1.513,0.877,0.275,-1.580,1.422,0.276,-1.504,0.884,-0.062,-1.574,1.431,-0.091,-1.570,-0.062,0.202,-1.517,-0.040,-0.007,2019-07-20 17:04:06.723
0,0,0,2.458427,2.822533,2.762493,-1.495,0.811,0.099,-1.510,0.878,0.276,-1.575,1.423,0.277,-1.504,0.885,-0.060,-1.572,1.432,-0.090,-1.566,-0.062,0.203,-1.516,-0.040,-0.005,2019-07-20 17:04:06.757
0,0,0,2.455299,2.820983,2.760822,-1.493,0.812,0.101,-1.507,0.880,0.278,-1.571,1.425,0.278,-1.502,0.886,-0.058,-1.568,1.434,-0.089,-1.566,-0.060,0.207,-1.516,-0.040,0.001,2019-07-20 17:04:06.791
0,0,0,2.451728,2.822119,2.758291,-1.492,0.813,0.106,-1.505,0.880,0.285,-1.566,1.427,0.281,-1.498,0.888,-0.054,-1.562,1.435,-0.086,-1.568,-0.059,0.211,-1.517,-0.039,0.007,2019-07-20 17:04:06.825
0,0,0,2.448231,2.823093,2.758472,-1.492,0.813,0.109,-1.504,0.880,0.290,-1.564,1.427,0.285,-1.498,0.888,-0.050,-1.562,1.436,-0.082,-1.568,-0.059,0.216,-1.519,-0.039,0.012,2019-07-20 17:04:06.857
0,0,0,2.444838,2.822827,2.751344,-1.488,0.811,0.114,-1.500,0.879,0.296,-1.555,1.426,0.289,-1.489,0.887,-0.046,-1.555,1.434,-0.078,-1.568,-0.060,0.221,-1.519,-0.040,0.019,2019-07-20 17:04:06.891
0,0,0,2.441623,2.822101,2.72491,-1.483,0.805,0.123,-1.493,0.874,0.304,-1.544,1.421,0.297,-1.463,0.884,-0.042,-1.548,1.427,-0.070,-1.567,-0.065,0.231,-1.520,-0.045,0.030,2019-07-20 17:04:06.925
0,0,0,2.438831,2.820969,2.684879,-1.477,0.798,0.131,-1.484,0.867,0.313,-1.532,1.414,0.308,-1.429,0.881,-0.050,-1.544,1.417,-0.061,-1.564,-0.072,0.243,-1.521,-0.050,0.042,2019-07-20 17:04:06.961
0,0,0,2.435559,2.823377,2.635216,-1.473,0.793,0.141,-1.479,0.862,0.325,-1.523,1.410,0.320,-1.390,0.883,-0.067,-1.544,1.407,-0.049,-1.567,-0.075,0.257,-1.524,-0.051,0.057,2019-07-20 17:04:06.995
0,0,0,2.432163,2.825539,2.565279,-1.468,0.791,0.151,-1.473,0.859,0.338,-1.513,1.407,0.332,-1.339,0.897,-0.088,-1.544,1.399,-0.037,-1.563,-0.075,0.267,-1.520,-0.047,0.068,2019-07-20 17:04:07.031
0,0,0,2.429146,2.829592,2.450532,-1.459,0.792,0.159,-1.467,0.854,0.353,-1.503,1.403,0.343,-1.261,0.939,-0.119,-1.539,1.391,-0.026,-1.555,-0.070,0.271,-1.506,-0.035,0.071,2019-07-20 17:04:07.064
0,0,0,2.426852,2.830641,2.372058,-1.450,0.790,0.167,-1.455,0.847,0.368,-1.492,1.397,0.356,-1.214,0.980,-0.138,-1.538,1.384,-0.014,-1.543,-0.071,0.274,-1.494,-0.032,0.075,2019-07-20 17:04:07.097
